what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1738752525681
os,sysinfo,,,"win32",1738752525689
arch,sysinfo,,,"x86_64",1738752525689
ws,sysinfo,,,"win32",1738752525689
locale,sysinfo,,,"en_IN",1738752525689
processors,sysinfo,,,"12",1738752525689
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1738752525689
java.runtime.version,sysinfo,,,"1.8.0_191-b12",1738752525689
java.specification.name,sysinfo,,,"Java Platform API Specification",1738752525689
java.specification.vendor,sysinfo,,,"Oracle Corporation",1738752525689
java.specification.version,sysinfo,,,"1.8",1738752525689
java.vendor,sysinfo,,,"Oracle Corporation",1738752525689
java.version,sysinfo,,,"1.8.0_191",1738752525689
java.vm.info,sysinfo,,,"mixed mode",1738752525689
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1738752525689
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1738752525689
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1738752525689
java.vm.specification.version,sysinfo,,,"1.8",1738752525689
java.vm.vendor,sysinfo,,,"Oracle Corporation",1738752525689
java.vm.version,sysinfo,,,"25.191-b12",1738752525689
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1738752531975
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738752537103
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1738752550309
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738752554772
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738752735012
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1738752736966
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1738752737172
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738752741880
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738752744491
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738752744580
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738752744912
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1738752745034
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738752746990
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1738752747204
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738752747204
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738752760470
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738752785367
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738752786576
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738752786673
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1738752800067
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738752802436
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738752810068
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738752810191
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738752817317
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738752817343
