what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738130284569
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738130285919
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738130287914
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738130295557
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738130295645
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738130295646
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1738130296478
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738130298710
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738130298831
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.format",1738130302167
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738130311859
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738130315202
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1738130315423
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738130315423
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738130317874
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738130375823
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738130381262
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738130382978
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738130388201
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738130396782
